orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
100400,2024-08-18,2024-08-28,Shipped,956,1776.39,Bank Transfer
100401,2025-03-02,2025-03-18,Shipped,926,495.2,Credit Card
100402,2024-09-10,2024-09-22,Shipped,447,3396.22,Credit Card
100403,2023-10-13,2023-10-22,Shipped,427,2773.65,Credit Card
100404,2023-06-25,2023-07-07,Shipped,644,2308.47,Credit Card
100405,2025-06-13,2025-06-19,Shipped,453,3472.2,PayPal
100406,2025-01-02,2025-01-19,Shipped,478,2105.43,Credit Card
100407,2023-02-26,2023-03-18,Shipped,786,2107.49,Bank Transfer
100408,2024-09-11,2024-09-21,Shipped,383,640.74,PayPal
100409,2024-08-23,2024-08-27,Processing,403,634.05,PayPal
100410,2025-08-05,2025-08-24,Shipped,56,427.87,Credit Card
100411,2023-08-08,2023-08-21,Shipped,842,1456.43,Credit Card
100412,2024-11-09,2024-11-13,Shipped,599,3373.69,Bank Transfer
100413,2023-04-19,2023-04-28,Shipped,576,3703.42,Credit Card
100414,2024-04-02,2024-04-09,Shipped,319,3597.11,Mobile Payment
100415,2025-09-20,2025-09-29,Shipped,1,769.35,Cash
100416,2025-11-30,2025-12-06,Shipped,107,2371.34,Bank Transfer
100417,2025-06-27,2025-07-12,Shipped,125,1503.12,Credit Card
100418,2024-01-12,2024-01-22,Processing,560,1305.06,PayPal
100419,2025-06-18,2025-06-24,Shipped,652,113.18,Credit Card
100420,2024-05-07,2024-05-15,Shipped,717,2735.67,Credit Card
100421,2024-08-16,2024-08-28,On Hold,983,2945.88,Credit Card
100422,2024-07-17,2024-08-01,Shipped,820,541.14,Credit Card
100423,2025-05-20,2025-05-27,Shipped,469,605.03,Credit Card
100424,2024-09-12,2024-09-16,Cancelled,915,3287.67,Credit Card
100425,2024-12-27,2025-01-03,Shipped,741,2294.46,Credit Card
100426,2023-11-21,2023-12-05,Shipped,882,2518.51,Credit Card
100427,2025-12-11,2025-12-26,Shipped,179,3281.32,Credit Card
100428,2024-11-25,2024-12-12,Processing,806,704.5,Bank Transfer
100429,2024-09-12,2024-09-27,Shipped,860,3227.44,Credit Card
100430,2025-08-24,2025-09-01,Shipped,950,2537.37,PayPal
100431,2024-06-14,2024-06-21,On Hold,603,4776.2,Credit Card
100432,2025-04-06,2025-04-11,Shipped,873,3665.72,Credit Card
100433,2023-08-06,2023-08-24,Resolved,488,1621.68,Credit Card
100434,2024-04-29,2024-05-05,Processing,179,3642.17,Credit Card
100435,2025-05-10,2025-05-15,Shipped,257,576.8,Bank Transfer
100436,2023-05-30,2023-06-16,Processing,622,3158.31,Credit Card
100437,2023-12-23,2024-01-05,Shipped,461,1891.26,Mobile Payment
100438,2024-02-14,2024-02-23,Shipped,449,3395.85,Credit Card
100439,2023-11-28,2023-12-14,Processing,829,3951.07,Credit Card
100440,2023-02-19,2023-02-25,Shipped,830,707.11,Credit Card
100441,2025-04-15,2025-05-05,Processing,349,930.6,Bank Transfer
100442,2025-12-17,2026-01-04,Shipped,213,2854.0,Credit Card
100443,2024-12-22,2025-01-05,Cancelled,573,4267.84,Bank Transfer
100444,2025-06-17,2025-07-03,Cancelled,895,358.98,Credit Card
100445,2025-11-25,2025-12-07,Shipped,511,1156.71,PayPal
100446,2024-11-08,2024-11-11,Shipped,964,1453.03,Bank Transfer
100447,2025-03-10,2025-03-24,Shipped,893,793.53,Credit Card
100448,2025-12-30,2026-01-09,Processing,955,3058.18,Credit Card
100449,2023-04-27,2023-05-17,On Hold,114,2915.95,Mobile Payment
100450,2024-06-22,2024-06-25,Shipped,432,1308.1,Credit Card
100451,2023-05-02,2023-05-09,Shipped,837,3670.69,Mobile Payment
100452,2023-05-08,2023-05-18,Shipped,825,4740.25,Mobile Payment
100453,2023-03-14,2023-03-28,Disputed,973,2084.12,Bank Transfer
100454,2023-06-15,2023-07-05,Shipped,133,1356.19,Credit Card
100455,2023-03-14,2023-04-01,Shipped,666,1754.54,Credit Card
100456,2024-04-11,2024-04-14,Resolved,27,3869.2,Bank Transfer
100457,2025-12-30,2026-01-14,On Hold,756,95.38,Credit Card
100458,2025-03-03,2025-03-18,On Hold,441,3508.18,PayPal
100459,2023-08-25,2023-09-11,Shipped,631,4912.76,Credit Card
100460,2024-02-01,2024-02-14,Shipped,60,1194.66,Credit Card
100461,2023-01-21,2023-01-31,Shipped,771,4442.24,Bank Transfer
100462,2023-04-04,2023-04-07,Processing,256,4064.05,Credit Card
100463,2023-09-17,2023-10-04,Shipped,45,1574.06,PayPal
100464,2024-05-15,2024-05-27,Shipped,408,2396.11,Credit Card
100465,2023-06-07,2023-06-12,Shipped,557,1033.28,Bank Transfer
100466,2025-01-01,2025-01-11,Shipped,310,4707.43,Bank Transfer
100467,2024-08-22,2024-09-01,Shipped,274,1597.7,PayPal
100468,2023-08-02,2023-08-06,Shipped,421,3528.98,PayPal
100469,2024-07-26,2024-07-31,Shipped,141,4207.92,PayPal
100470,2024-09-16,2024-10-06,Shipped,382,3625.93,Bank Transfer
100471,2023-03-15,2023-03-25,On Hold,666,3822.14,Mobile Payment
100472,2023-02-13,2023-03-03,Processing,277,1393.45,Credit Card
100473,2023-06-23,2023-06-27,Shipped,625,1922.76,Credit Card
100474,2025-02-22,2025-03-09,Shipped,230,1032.62,Credit Card
100475,2025-06-01,2025-06-21,Shipped,313,161.37,Bank Transfer
100476,2023-02-23,2023-03-08,Resolved,930,1316.35,Bank Transfer
100477,2024-03-19,2024-03-22,Shipped,850,3109.54,Cash
100478,2023-04-27,2023-05-03,Shipped,976,3607.88,PayPal
100479,2025-12-31,2026-01-17,Shipped,737,2843.67,PayPal
100480,2023-11-29,2023-12-14,Shipped,947,1194.94,Mobile Payment
100481,2024-07-28,2024-08-08,Shipped,256,3857.84,Credit Card
100482,2025-03-19,2025-03-23,Cancelled,371,1347.39,Credit Card
100483,2023-01-26,2023-02-01,Shipped,677,1608.34,Credit Card
100484,2024-01-02,2024-01-19,Shipped,451,49.31,Credit Card
100485,2025-01-04,2025-01-22,Cancelled,570,1093.12,Credit Card
100486,2023-06-12,2023-06-23,Processing,565,1573.56,Credit Card
100487,2024-01-04,2024-01-15,Processing,283,1301.41,Credit Card
100488,2024-04-10,2024-04-18,Shipped,633,3281.61,Credit Card
100489,2023-03-20,2023-03-28,On Hold,882,2204.34,Credit Card
100490,2024-04-11,2024-04-15,Disputed,266,4876.54,Credit Card
100491,2024-12-24,2025-01-13,Processing,615,1177.31,Credit Card
100492,2025-11-04,2025-11-21,Shipped,80,1188.71,Credit Card
100493,2025-01-30,2025-02-15,Shipped,437,4379.89,Credit Card
100494,2024-10-30,2024-11-13,Shipped,418,4487.47,Credit Card
100495,2024-08-25,2024-08-28,Shipped,46,1457.91,Credit Card
100496,2023-02-22,2023-02-28,Cancelled,828,1568.96,Bank Transfer
100497,2025-11-06,2025-11-20,Resolved,388,4154.48,Credit Card
100498,2023-11-04,2023-11-19,Processing,665,396.83,Credit Card
100499,2024-04-04,2024-04-23,Disputed,646,2743.42,Credit Card
100500,2023-09-06,2023-09-25,Processing,622,2364.28,PayPal
100501,2025-06-22,2025-07-05,Shipped,857,2878.34,Mobile Payment
100502,2024-11-04,2024-11-14,Processing,371,1158.3,Credit Card
100503,2023-08-25,2023-09-04,Shipped,981,4401.73,Credit Card
100504,2024-12-21,2025-01-10,Shipped,937,1814.67,Credit Card
100505,2024-04-16,2024-05-03,Processing,236,2848.86,Bank Transfer
100506,2023-09-14,2023-10-04,Shipped,932,2041.05,PayPal
100507,2023-10-10,2023-10-21,Processing,350,1572.65,Credit Card
100508,2025-05-12,2025-05-31,Disputed,590,2473.53,Cash
100509,2024-02-10,2024-02-18,Processing,16,838.02,Credit Card
100510,2025-08-20,2025-08-26,Shipped,35,4170.12,Credit Card
100511,2023-12-08,2023-12-13,Shipped,888,2648.9,Credit Card
100512,2025-05-14,2025-05-28,Shipped,714,2786.92,Bank Transfer
100513,2023-09-01,2023-09-14,Processing,920,1686.52,PayPal
100514,2023-08-09,2023-08-13,Shipped,943,1778.01,Credit Card
100515,2025-04-17,2025-05-04,Processing,447,1450.01,Credit Card
100516,2023-10-03,2023-10-11,Processing,604,4582.13,Mobile Payment
100517,2023-06-21,2023-06-28,Processing,608,2967.28,PayPal
100518,2025-07-17,2025-08-01,Shipped,181,2545.79,PayPal
100519,2023-07-18,2023-07-28,Shipped,350,246.2,PayPal
100520,2025-12-11,2025-12-30,Processing,437,1429.86,Credit Card
100521,2024-01-01,2024-01-08,Shipped,968,3674.46,Mobile Payment
100522,2024-03-07,2024-03-23,Shipped,589,4398.52,Credit Card
100523,2024-12-12,2024-12-24,Shipped,295,1372.87,Credit Card
100524,2023-12-13,2023-12-25,Resolved,266,4944.08,Bank Transfer
100525,2024-04-19,2024-04-30,Shipped,212,2763.06,PayPal
100526,2023-12-12,2023-12-15,Shipped,41,4799.48,PayPal
100527,2024-02-04,2024-02-07,Shipped,843,133.76,Credit Card
100528,2025-05-23,2025-06-09,Shipped,851,2271.98,Mobile Payment
100529,2023-09-03,2023-09-20,Processing,506,1318.97,Cash
100530,2024-07-24,2024-07-30,Disputed,823,399.94,Bank Transfer
100531,2023-06-02,2023-06-15,Shipped,344,1384.16,PayPal
100532,2025-11-16,2025-11-21,Processing,323,4461.9,Credit Card
100533,2023-07-25,2023-08-13,Shipped,862,2793.06,Bank Transfer
100534,2023-03-14,2023-03-17,Shipped,601,1884.16,Mobile Payment
100535,2024-02-05,2024-02-16,Shipped,497,4070.27,Bank Transfer
100536,2024-08-01,2024-08-08,Shipped,897,448.11,PayPal
100537,2024-03-14,2024-03-17,Shipped,503,2790.9,Credit Card
100538,2023-12-31,2024-01-04,Shipped,270,3068.82,PayPal
100539,2024-04-25,2024-05-09,Shipped,673,4771.9,Cash
100540,2024-04-19,2024-05-01,On Hold,502,3984.75,Credit Card
100541,2025-01-01,2025-01-21,Shipped,99,1098.56,Mobile Payment
100542,2024-08-11,2024-08-27,Disputed,334,1240.74,Credit Card
100543,2023-12-27,2024-01-13,Disputed,677,572.11,PayPal
100544,2023-09-20,2023-10-08,Processing,885,2448.43,Credit Card
100545,2024-04-25,2024-04-28,Shipped,520,1079.46,Cash
100546,2025-04-17,2025-04-21,Shipped,331,1311.72,Credit Card
100547,2025-03-12,2025-03-29,Shipped,267,4562.28,Credit Card
100548,2024-03-24,2024-04-06,Cancelled,47,1546.01,Credit Card
100549,2023-12-08,2023-12-28,Shipped,641,556.03,Mobile Payment
100550,2024-11-06,2024-11-13,Cancelled,21,4751.64,Credit Card
100551,2025-02-15,2025-02-20,Processing,342,4561.58,Bank Transfer
100552,2023-05-10,2023-05-14,Shipped,371,2679.69,Mobile Payment
100553,2025-03-21,2025-03-31,Shipped,166,4553.72,Credit Card
100554,2024-03-17,2024-04-06,Processing,963,73.14,Bank Transfer
100555,2025-12-14,2025-12-20,Shipped,811,2427.08,Credit Card
100556,2024-09-09,2024-09-12,Shipped,791,3441.91,Credit Card
100557,2023-09-11,2023-09-26,On Hold,135,4092.39,Cash
100558,2023-06-23,2023-06-28,Shipped,740,3518.93,Bank Transfer
100559,2023-02-11,2023-02-14,Processing,555,3026.33,Credit Card
100560,2025-03-12,2025-03-21,Processing,880,1564.39,Credit Card
100561,2025-11-15,2025-11-18,Shipped,470,1017.32,Credit Card
100562,2025-08-23,2025-09-07,Shipped,96,1115.15,Credit Card
100563,2024-07-24,2024-08-11,Shipped,720,2668.35,Credit Card
100564,2023-02-05,2023-02-23,Processing,975,1866.82,PayPal
100565,2023-08-10,2023-08-27,Shipped,999,129.33,Bank Transfer
100566,2025-07-04,2025-07-18,Shipped,112,3215.88,Credit Card
100567,2023-06-21,2023-06-27,Shipped,213,4324.81,Credit Card
100568,2024-05-26,2024-05-31,Shipped,632,4191.16,PayPal
100569,2024-04-21,2024-04-25,Processing,259,2062.23,Bank Transfer
100570,2023-11-05,2023-11-09,Shipped,579,2995.66,Cash
100571,2024-07-03,2024-07-12,Processing,814,2446.19,Credit Card
100572,2024-04-27,2024-05-10,Shipped,495,2574.58,Cash
100573,2023-06-16,2023-06-22,Shipped,80,1881.55,Bank Transfer
100574,2023-11-28,2023-12-17,Processing,171,990.85,Cash
100575,2023-08-21,2023-08-25,Processing,508,857.76,Bank Transfer
100576,2025-09-24,2025-10-01,Processing,561,2093.65,Credit Card
100577,2023-08-29,2023-09-14,Disputed,738,4610.24,PayPal
100578,2025-12-06,2025-12-19,Cancelled,381,2821.23,Credit Card
100579,2024-08-17,2024-09-05,On Hold,823,3071.93,Bank Transfer
100580,2025-11-29,2025-12-10,Shipped,216,4681.33,Mobile Payment
100581,2023-10-05,2023-10-13,Shipped,850,2371.98,Credit Card
100582,2024-01-03,2024-01-10,Shipped,6,1562.64,Credit Card
100583,2023-07-12,2023-08-01,Shipped,97,310.23,Credit Card
100584,2023-11-17,2023-11-22,Shipped,573,4417.3,Credit Card
100585,2023-01-29,2023-02-07,Shipped,841,4558.0,Credit Card
100586,2024-09-18,2024-10-02,Cancelled,413,4671.87,PayPal
100587,2024-02-19,2024-02-24,Shipped,106,3654.64,Credit Card
100588,2024-06-22,2024-06-28,Shipped,535,2938.65,Bank Transfer
100589,2024-11-07,2024-11-18,Disputed,755,4357.33,PayPal
100590,2025-08-27,2025-09-05,Shipped,803,1163.0,Credit Card
100591,2023-10-28,2023-11-04,Shipped,896,6.23,Credit Card
100592,2023-04-17,2023-04-24,Shipped,451,2129.9,Credit Card
100593,2024-09-11,2024-09-30,Processing,247,2802.92,Credit Card
100594,2025-02-28,2025-03-18,Shipped,859,2612.32,PayPal
100595,2024-03-14,2024-03-22,Resolved,854,1392.3,Credit Card
100596,2025-06-14,2025-07-04,Shipped,712,3945.88,PayPal
100597,2025-06-10,2025-06-24,Shipped,887,1831.61,Credit Card
100598,2024-12-09,2024-12-25,Shipped,574,4382.09,Mobile Payment
100599,2024-01-27,2024-02-11,Shipped,956,3739.4,Credit Card
100600,2025-06-24,2025-07-08,Shipped,6,2933.01,Credit Card
100601,2025-01-25,2025-02-05,Shipped,14,3035.84,Credit Card
100602,2024-07-17,2024-08-04,Shipped,713,3522.8,Credit Card
100603,2023-04-28,2023-05-01,Processing,950,2356.69,PayPal
100604,2025-07-19,2025-08-06,Shipped,768,4375.31,Bank Transfer
100605,2023-08-01,2023-08-05,Shipped,628,4471.85,Credit Card
100606,2023-12-29,2024-01-05,Shipped,855,4229.79,Credit Card
100607,2023-05-08,2023-05-21,Shipped,558,1391.0,Cash
100608,2023-02-04,2023-02-17,Processing,869,4498.83,Cash
100609,2023-12-13,2023-12-27,Shipped,964,3324.15,Credit Card
100610,2023-05-06,2023-05-11,Shipped,780,2510.12,Bank Transfer
100611,2023-06-21,2023-06-29,Shipped,283,3044.6,PayPal
100612,2025-04-18,2025-04-26,Cancelled,863,4190.11,Credit Card
100613,2024-07-14,2024-08-03,Shipped,350,2333.93,Bank Transfer
100614,2023-06-26,2023-07-13,Shipped,941,457.36,Bank Transfer
100615,2024-01-16,2024-01-29,Shipped,989,105.44,Credit Card
100616,2023-01-22,2023-01-31,Cancelled,472,410.97,Bank Transfer
100617,2024-05-20,2024-06-01,Processing,658,4713.57,Cash
100618,2023-09-29,2023-10-11,Shipped,723,1438.95,Credit Card
100619,2024-10-08,2024-10-24,Shipped,193,1367.63,Credit Card
100620,2024-08-27,2024-09-07,On Hold,271,466.6,Credit Card
100621,2025-01-14,2025-01-28,Processing,536,2251.12,PayPal
100622,2023-12-16,2023-12-20,Resolved,600,1931.48,PayPal
100623,2024-03-07,2024-03-23,Shipped,831,3411.68,Credit Card
100624,2024-12-01,2024-12-20,Shipped,761,3972.5,Credit Card
100625,2024-03-07,2024-03-18,Shipped,268,162.08,Credit Card
100626,2024-01-17,2024-02-04,Shipped,601,1618.34,PayPal
100627,2023-03-11,2023-03-24,Processing,645,1797.63,Mobile Payment
100628,2023-11-22,2023-12-08,Shipped,345,3241.17,Credit Card
100629,2025-01-03,2025-01-15,Shipped,560,934.87,Credit Card
100630,2025-07-23,2025-08-08,Processing,485,4171.31,Credit Card
100631,2025-02-03,2025-02-16,Shipped,411,1504.37,Mobile Payment
100632,2024-04-24,2024-05-13,Shipped,437,3871.49,Mobile Payment
100633,2025-03-31,2025-04-03,Shipped,171,4612.16,Cash
100634,2025-12-09,2025-12-18,Disputed,582,3760.49,Credit Card
100635,2024-11-13,2024-11-17,Disputed,317,3965.35,Credit Card
100636,2024-12-09,2024-12-26,Shipped,472,9.21,Credit Card
100637,2023-12-19,2023-12-31,Shipped,190,1184.74,Credit Card
100638,2023-07-04,2023-07-14,Shipped,569,4229.11,Credit Card
100639,2025-09-04,2025-09-12,Shipped,483,2751.4,Credit Card
100640,2024-03-11,2024-03-29,On Hold,852,2320.1,Credit Card
100641,2023-07-16,2023-07-31,Shipped,782,4676.64,Credit Card
100642,2024-10-31,2024-11-12,Processing,748,4364.06,PayPal
100643,2025-12-29,2026-01-03,Shipped,686,3703.44,PayPal
100644,2024-03-30,2024-04-07,Processing,378,1814.59,PayPal
100645,2023-01-04,2023-01-19,Resolved,662,1154.22,Credit Card
100646,2023-04-01,2023-04-10,Shipped,96,1701.24,PayPal
100647,2025-05-21,2025-05-28,Shipped,397,3377.99,Credit Card
100648,2024-06-18,2024-07-04,Shipped,408,3413.29,Bank Transfer
100649,2025-08-10,2025-08-15,Shipped,751,511.52,Cash
100650,2023-01-26,2023-02-03,Shipped,589,2537.32,PayPal
100651,2023-01-24,2023-02-11,On Hold,687,2011.51,Bank Transfer
100652,2024-09-12,2024-09-28,Shipped,650,584.21,Bank Transfer
100653,2025-07-11,2025-07-30,Shipped,485,3561.56,Bank Transfer
100654,2025-01-17,2025-01-23,Processing,435,2660.9,Credit Card
100655,2023-06-13,2023-06-20,Shipped,971,4671.21,PayPal
100656,2024-02-09,2024-02-28,Processing,746,4361.66,Credit Card
100657,2025-08-09,2025-08-21,Shipped,889,2450.66,Credit Card
100658,2025-01-26,2025-02-06,Shipped,692,1484.24,Bank Transfer
100659,2024-07-01,2024-07-09,Shipped,428,92.51,Credit Card
100660,2023-03-14,2023-03-20,Shipped,38,2658.69,Credit Card
100661,2023-12-25,2023-12-30,Shipped,130,3635.3,PayPal
100662,2025-06-01,2025-06-12,Shipped,470,3446.51,Credit Card
100663,2025-12-08,2025-12-25,Shipped,335,1867.11,Credit Card
100664,2023-07-27,2023-08-11,Shipped,743,398.43,Mobile Payment
100665,2024-09-10,2024-09-26,Shipped,189,4752.04,Credit Card
100666,2023-06-12,2023-06-28,Disputed,813,962.26,Credit Card
100667,2024-09-12,2024-10-01,Shipped,813,1222.54,Bank Transfer
100668,2025-02-05,2025-02-23,Shipped,958,2187.54,Bank Transfer
100669,2024-01-16,2024-01-27,Shipped,47,3025.09,Mobile Payment
100670,2024-08-06,2024-08-17,Shipped,213,98.5,Credit Card
100671,2023-09-23,2023-10-04,Shipped,614,3952.34,PayPal
100672,2023-07-18,2023-07-28,Shipped,727,1626.42,Credit Card
100673,2024-08-12,2024-08-29,Shipped,651,2978.18,PayPal
100674,2025-09-01,2025-09-21,Shipped,349,1601.62,Bank Transfer
100675,2023-11-07,2023-11-24,Processing,511,1057.13,PayPal
100676,2025-03-09,2025-03-20,Shipped,677,4262.2,Mobile Payment
100677,2025-09-23,2025-10-13,Disputed,86,1041.72,Mobile Payment
100678,2025-01-26,2025-02-07,Shipped,323,2260.24,Credit Card
100679,2023-11-16,2023-11-24,Cancelled,579,2160.5,Mobile Payment
100680,2023-02-17,2023-03-01,Shipped,503,4948.45,Credit Card
100681,2023-09-27,2023-10-12,Cancelled,871,621.85,Credit Card
100682,2024-03-08,2024-03-14,Shipped,183,4325.14,Bank Transfer
100683,2025-04-01,2025-04-21,Shipped,770,1092.67,Mobile Payment
100684,2024-07-25,2024-08-07,Processing,646,532.67,Cash
100685,2024-10-12,2024-10-31,Shipped,402,1129.37,Credit Card
100686,2025-08-08,2025-08-20,Processing,461,789.05,Cash
100687,2025-03-30,2025-04-11,Shipped,850,1673.6,Credit Card
100688,2023-12-19,2023-12-25,Shipped,669,2093.41,Credit Card
100689,2024-01-22,2024-01-25,Cancelled,142,3050.48,PayPal
100690,2023-06-14,2023-06-30,Resolved,333,3051.01,Credit Card
100691,2025-08-24,2025-08-29,Disputed,24,3716.11,Cash
100692,2025-03-08,2025-03-28,Shipped,198,4252.29,Credit Card
100693,2025-01-25,2025-02-04,Shipped,960,3565.4,Credit Card
100694,2023-09-29,2023-10-11,Shipped,32,1039.0,Credit Card
100695,2024-05-16,2024-06-02,Disputed,816,888.51,Credit Card
100696,2023-08-16,2023-08-29,Processing,931,800.54,Credit Card
100697,2023-05-24,2023-05-27,Processing,699,3385.98,Cash
100698,2025-08-20,2025-09-04,Shipped,428,4788.09,Cash
100699,2023-09-05,2023-09-25,Processing,450,2406.63,Bank Transfer
100700,2024-08-22,2024-09-06,Processing,743,3844.96,Credit Card
100701,2025-11-13,2025-11-30,Shipped,128,522.6,Bank Transfer
100702,2023-08-17,2023-08-25,Shipped,673,1702.47,Mobile Payment
100703,2025-09-15,2025-09-24,Shipped,338,3211.97,Credit Card
100704,2025-10-03,2025-10-13,Processing,351,1479.98,Credit Card
100705,2025-07-11,2025-07-22,Shipped,609,183.54,Credit Card
100706,2025-12-04,2025-12-16,Shipped,902,1857.4,Credit Card
100707,2024-08-19,2024-08-31,Resolved,163,2840.36,Credit Card
100708,2025-06-19,2025-07-01,Shipped,825,3476.94,Credit Card
100709,2024-08-21,2024-09-05,Shipped,234,144.88,Credit Card
100710,2024-09-12,2024-09-19,Shipped,266,1823.99,PayPal
100711,2025-11-24,2025-12-09,Shipped,922,856.2,Credit Card
100712,2023-11-16,2023-12-05,Shipped,384,1893.0,Mobile Payment
100713,2023-12-13,2024-01-01,Shipped,496,4486.18,Credit Card
100714,2023-05-13,2023-05-26,Shipped,212,1125.43,Credit Card
100715,2023-09-02,2023-09-11,Shipped,471,2849.19,PayPal
100716,2023-01-25,2023-02-13,Processing,760,1016.64,PayPal
100717,2025-03-27,2025-04-02,Disputed,520,340.65,PayPal
100718,2025-12-31,2026-01-20,Processing,994,3990.6,Credit Card
100719,2025-12-06,2025-12-16,Shipped,817,3698.48,PayPal
100720,2024-05-16,2024-05-26,On Hold,468,891.27,Mobile Payment
100721,2024-06-28,2024-07-18,Shipped,761,954.12,Bank Transfer
100722,2023-05-11,2023-05-18,Shipped,63,1042.62,Credit Card
100723,2025-09-04,2025-09-21,Shipped,903,3908.16,Credit Card
100724,2023-05-30,2023-06-08,Shipped,453,421.51,Credit Card
100725,2024-03-16,2024-04-03,Shipped,10,2910.66,Cash
100726,2023-08-17,2023-09-03,Processing,200,2946.74,PayPal
100727,2025-07-23,2025-07-26,Shipped,417,3008.76,Credit Card
100728,2023-12-28,2024-01-10,Shipped,527,1422.36,PayPal
100729,2024-06-25,2024-07-15,Shipped,282,3390.82,PayPal
